name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
"Voltas 183V ADA 1.5 Ton Window 3 Star Inverter Ac, Stainless Steel, White",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71DF-b6P+YL._AC_UL320_.jpg,https://www.amazon.in/Voltas-183V-ADA-Inverter-Stainless/dp/B08YF8F42K/ref=sr_1_373?qid=1679134257&s=kitchen&sr=1-373,4.0,20,"₹34,540","₹40,990"
"LG 1.5 Ton 3 Star with UV Nano Inverter Split AC (Copper, Convertible 5-in-1, HD Filter with Anti Virus protection, 2021 M...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51lyOjfKhML._AC_UL320_.jpg,https://www.amazon.in/Inverter-Copper-Convertible-protection-MS-Q18UVXA/dp/B08R92Q2J1/ref=sr_1_374?qid=1679134257&s=kitchen&sr=1-374,3.9,34,"₹44,990","₹67,000"
"Godrej 1.5 Ton 3 Star Window AC (Copper, 2019 Model, AC 1.5T GWC 18UTC3-WSA, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41s-J3Ry8DL._AC_UL320_.jpg,https://www.amazon.in/Godrej-Window-1-5T-GWC-18UTC3-WSA/dp/B07P87CKM8/ref=sr_1_375?qid=1679134257&s=kitchen&sr=1-375,3.5,47,,
"Midea 1.5 Ton 3 star Split AC (Copper, HD Filter, 2022 Model, SANTIS NEO+ CLS, White",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/21416b1W0CL._AC_UL320_.jpg,https://www.amazon.in/Midea-Split-Copper-Filter-SANTIS/dp/B09SWBG7HK/ref=sr_1_379?qid=1679134257&s=kitchen&sr=1-379,5.0,1,"₹50,570","₹56,190"
Carrier Estrella Dx 24K 2 Star Window AC with Energy Saver Mode 2 Ton,appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61hJUkdRSLL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Estrella-Dx-Window-Energy/dp/B0BC49K17Y/ref=sr_1_380?qid=1679134257&s=kitchen&sr=1-380,5.0,1,"₹42,120","₹51,390"
Voltas 1 Ton 5 Star Inverter Split AC (Copper 125V DZV White),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61D9vGKZ+6L._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Copper-125V-DZV/dp/B079MD88PJ/ref=sr_1_381?qid=1679134257&s=kitchen&sr=1-381,3.6,22,"₹39,000","₹57,990"
Lloyd 1.5 Ton 3 Star Window AC (LW19A3N White),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81+9-QQwdRL._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Star-Window-LW19A3N-White/dp/B00PU1BP3U/ref=sr_1_382?qid=1679134257&s=kitchen&sr=1-382,3.7,68,,
"Carrier Durawhite Pro+ CX 1.5 Ton 3 Star Split AC (Copper Condenser, CAS18ES3R30F1, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51Ho-yyjPUL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Durawhite-CX-Condenser-CAS18ES3R30F1/dp/B09Y23HNKJ/ref=sr_1_383?qid=1679134257&s=kitchen&sr=1-383,,,,
"LG 1 Ton 3 Star Split Dual Inverter AC - White (MS-Q12ENXA, Copper Condenser)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31D1bUrYZbL._AC_UL320_.jpg,https://www.amazon.in/LG-Star-Split-Dual-Inverter/dp/B09DGP2PV5/ref=sr_1_384?qid=1679134257&s=kitchen&sr=1-384,5.0,5,"₹35,490","₹54,990"
"Whirlpool 1.5 Ton 3 Star Inverter Split AC (Copper, 1.5T MAGICOOL PRO 3S COPR INVERTER, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51NS0D3V5vL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-1-5T-MAGICOOL-PRO-COPR/dp/B07P9SYBTC/ref=sr_1_385?qid=1679134257&s=kitchen&sr=1-385,3.6,49,,
"Haier Frost Clean Inverter Split AC (1 Ton, 5 Star Rating, White), HSU13E-TXS5B(INV)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41eRBv7JOWL._AC_UL320_.jpg,https://www.amazon.in/Haier-Inverter-Rating-HSU13E-TXS5B-INV/dp/B09SP6LHBF/ref=sr_1_386?qid=1679134257&s=kitchen&sr=1-386,,,"₹37,600","₹38,490"
"Voltas 1.5 Ton Inverter 3 Star Split AC (183V DZZ, R-32, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/3176vrFLRnL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Split-183V-DZZ/dp/B09BDQQLNY/ref=sr_1_387?qid=1679134257&s=kitchen&sr=1-387,3.6,7,"₹36,775","₹59,900"
"TOSHIBA 1 Ton 3 Star Inverter Split AC (Copper, RAS-13BKCV-IN+RAS-13BACV-IN, Gloss White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61VptsrTEkL._AC_UL320_.jpg,https://www.amazon.in/Toshiba-Inverter-Copper-RAS-13BKCV-RAS-13BACV/dp/B07NX1T2WQ/ref=sr_1_388?qid=1679134257&s=kitchen&sr=1-388,3.3,41,,
"OGeneral CPTB 1 Ton 3 Star Inverter Split AC (Copper Condenser, ASGG12CPTB-B, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/419WUQS5wjL._AC_UL320_.jpg,https://www.amazon.in/OGeneral-Inverter-Copper-Condenser-ASGG12CPTB-B/dp/B09GBGX8C7/ref=sr_1_389?qid=1679134257&s=kitchen&sr=1-389,5.0,1,"₹40,000","₹44,210"
"Carrier 1.5 Ton 3 Star Inverter Split AC (Durafresh Neo X, CAI18DN3R39F0, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/611Aa+HXTLL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Inverter-Copper-Durafresh-CAI18DN3R39F0/dp/B07P81JG5N/ref=sr_1_390?qid=1679134257&s=kitchen&sr=1-390,4.1,32,"₹39,890","₹59,990"
Godrej 1.5 Ton 3 Star Split AC (Copper GSC 18 RGN 3 CWQR White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/41KBiugyQES._AC_UL320_.jpg,https://www.amazon.in/Godrej-GSC-18-RGN-CWQR/dp/B079MDCHZ2/ref=sr_1_388?qid=1679134258&s=kitchen&sr=1-388,4.0,51,,
"Voltas Split Air Conditioner SAC 185V CAZZ, White, (4503222)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61a-F8WxWOL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Split-Conditioner-White-4503222/dp/B09W5K2L16/ref=sr_1_389?qid=1679134258&s=kitchen&sr=1-389,5.0,1,"₹39,489","₹71,990"
"Carrier 1.0 Ton 3 Star Emperia CXI Inverter Split AC (24 K CAI12EN3R39F0+CI123R3CH90, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41VW60WbyPL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Emperia-Inverter-CAI12EN3R39F0-CI123R3CH90/dp/B09W2B2T17/ref=sr_1_390?qid=1679134258&s=kitchen&sr=1-390,3.4,4,,
Havells-Lloyd 1.5 Ton 3 Star Window AC (LW19B32MR White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/81do7uBtw9L._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Window-Copper-LW19B32MR-White/dp/B085J3FLFX/ref=sr_1_391?qid=1679134258&s=kitchen&sr=1-391,4.0,21,,
Voltas Venture Slimline Tower AC (3 Ton White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/31jhpl4GmPL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Venture-Slimline-Tower-Ton/dp/B00LWRFNWK/ref=sr_1_392?qid=1679134258&s=kitchen&sr=1-392,3.2,5,"₹99,750","₹1,28,900"
Havells-Lloyd 1.5 Ton 3 Star Window AC (GLW18B32WAZS) (White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/71uR1emAVoL._AC_UL320_.jpg,https://www.amazon.in/Lloyd-1-5-Star-Window-GLW18B32WAZS/dp/B091FG3SC9/ref=sr_1_393?qid=1679134258&s=kitchen&sr=1-393,4.6,11,,
Onida 1.5 Ton 5 Star Inverter Split AC (Copper IR185ONX ONYX),appliances,Air Conditioners,https://m.media-amazon.com/images/I/31n0ZAZKquL._AC_UL320_.jpg,https://www.amazon.in/Onida-Inverter-Split-Copper-IR185ONX/dp/B079XFMB2P/ref=sr_1_394?qid=1679134258&s=kitchen&sr=1-394,4.0,6,"₹42,451","₹58,390"
"Carrier 12K Estrella Cx 1 Ton 3 Star Window AC (Copper Condenser, CAW12EC3R31F1, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61mB--ZAdRL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Estrella-Window-Condenser-CAW12EC3R31F1/dp/B09Z9D2SY3/ref=sr_1_395?qid=1679134258&s=kitchen&sr=1-395,5.0,1,,
"Ogeneral 2 Ton 5 Star Split Inverter AC - White (ASGG24CGTB, Copper Condenser)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61lTN0lYAgL._AC_UL320_.jpg,https://www.amazon.in/Ogeneral-Ton-Star-Split-Inverter/dp/B08DM5GMYX/ref=sr_1_396?qid=1679134258&s=kitchen&sr=1-396,2.5,5,"₹77,890","₹85,260"
"Blue Star 1.5 Ton 3 Star Inverter Split Ac (Copper,IA318YKU, 2022, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/513VXDZb3JL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Inverter-Copper-IA318YKU/dp/B09RFDQJSX/ref=sr_1_397?qid=1679134258&s=kitchen&sr=1-397,4.5,2,"₹39,890","₹64,990"
"Daikin 1.5 Ton 3 Star Inverter Split AC (DTKL50, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61+ky9zVBZL._AC_UL320_.jpg,https://www.amazon.in/Daikin-1-5-Ton-Inverter-Condition/dp/B07PB2S7QV/ref=sr_1_398?qid=1679134258&s=kitchen&sr=1-398,4.0,3,"₹40,990","₹58,400"
"LG 1.5 Ton 3 Star Dual Inverter Split AC (JS-Q18ATXD, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61rfCYzUFqL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Split-JS-Q18ATXD-White/dp/B01MT8GG9X/ref=sr_1_399?qid=1679134258&s=kitchen&sr=1-399,3.6,98,,"₹45,990"
Daikin 1 Ton 3 Star Inverter Split AC (F/A/DTKL35U),appliances,Air Conditioners,https://m.media-amazon.com/images/I/21b8Ipv6B9L._AC_UL320_.jpg,https://www.amazon.in/Daikin-Star-Inverter-Split-DTKL35U/dp/B09W93JQYJ/ref=sr_1_403?qid=1679134258&s=kitchen&sr=1-403,5.0,1,"₹34,950","₹48,200"
"Panasonic 1.5 Ton Inverter 3 Star Copper 2022 Model, CS/CU-KU18YKY-1 (R-32) Split AC (White),",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41EIaS+Ae4L._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Inverter-Copper-CS-CU-KU18YKY-1/dp/B09TJBPHZR/ref=sr_1_404?qid=1679134258&s=kitchen&sr=1-404,3.9,8,,
"Blue Star 1.5 Ton 3 Star Inverter Split AC (Copper, IA318YLU, 2022, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/513VXDZb3JL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Inverter-Copper-IA318YLU/dp/B09RG2JKK9/ref=sr_1_405?qid=1679134258&s=kitchen&sr=1-405,4.0,4,,
"OGeneral AXGB24BAWA 1.7 Ton 4 Star Window AC (Copper, Clean Air Filter, 2021 White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/81pKEL+7ZGL._AC_UL320_.jpg,https://www.amazon.in/OGeneral-AXGB24BAWA-Window-Copper-Filter/dp/B09G1B3XJ7/ref=sr_1_406?qid=1679134258&s=kitchen&sr=1-406,3.5,4,"₹49,150","₹54,740"
"LG 1.5 Tons 5 Star Inverter Split AC (MS-Q18GWZD, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51LWOgExwSL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Split-MS-Q18GWZD-White/dp/B08VCZLDSD/ref=sr_1_407?qid=1679134258&s=kitchen&sr=1-407,4.1,17,"₹47,890","₹74,990"
Voltas 1 Ton 3 Star Window Air Conditioner WAC 123 LZF for Home/Office,appliances,Air Conditioners,https://m.media-amazon.com/images/I/71ovlk0vAwL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Star-Window-Conditioner-Office/dp/B08CVTBDMJ/ref=sr_1_408?qid=1679134258&s=kitchen&sr=1-408,,,,
"Livpure 1 Ton 3 Star Wi-Fi Inverter Split AC (Copper, EGAPA Filter, 2019 Model, HKS-IN12K3S19A White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51nrpDK+crL._AC_UL320_.jpg,https://www.amazon.in/Livpure-Ton-Star-Split-AC/dp/B085M4NLCP/ref=sr_1_409?qid=1679134258&s=kitchen&sr=1-409,3.4,3,"₹37,990","₹38,990"
"Havells-Lloyd 1.5 Ton 3 Star Window AC (Copper Clean Air Filter, 2021 Model, GLW18B32WCEW, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71tewQ9Wk3L._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Window-Copper-Filter-GLW18B32WCEW/dp/B09TFMRB9V/ref=sr_1_410?qid=1679134258&s=kitchen&sr=1-410,,,,
"TCL 1 Ton 3 Star Fast Cooling, Wifi, AI Inverter Split AC(Copper,Gentle Breeze, Air Purification Technology, 2021 Model, O...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61e5dZul5cL._AC_UL320_.jpg,https://www.amazon.in/TCL-Purification-Technology-TAC-12CSD-TPV3S/dp/B095KTVFWK/ref=sr_1_411?qid=1679134258&s=kitchen&sr=1-411,3.0,7,"₹33,990","₹40,990"
LG 1.5 Ton 3 Star Inverter Split AC (Copper KS-Q18ENXA White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/41+e7MCurZL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Split-Copper-KS-Q18ENXA/dp/B07MYXRVRG/ref=sr_1_412?qid=1679134258&s=kitchen&sr=1-412,3.7,18,"₹38,990","₹55,990"
"Blue Star 1 Ton 3 Star Split AC (BI-3HW12AATX, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51xv0P0PPYL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Split-Aluminium-BI-3HW12AATX/dp/B078VNZ72S/ref=sr_1_413?qid=1679134258&s=kitchen&sr=1-413,3.7,17,"₹34,810","₹36,000"
"Voltas All Weather 1.5 Ton, 3 star Split AC, (Copper 183 DZR, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31yUMnl4+RL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Weather-Copper-183-DZR/dp/B09YMH95PF/ref=sr_1_414?qid=1679134258&s=kitchen&sr=1-414,3.0,1,,
"TOSHIBA 1.5 Ton 5 Star Antibacterial Coating, Dust Filter, Air Purification, Dehumidifier Split System AC (Copper, Inverte...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51ZVfprkKKL._AC_UL320_.jpg,https://www.amazon.in/TOSHIBA-Inverter-Copper-RAS-18ZKCV5G-INT-RAS-18ZACV5G-INT/dp/B08YNS9WJS/ref=sr_1_412?qid=1679134259&s=kitchen&sr=1-412,3.6,3,"₹59,815","₹80,500"
"Carrier 1.5 Ton 5 Star Inverter Split AC (Copper, 18K 5 STAR DURAFRESH CXI,PM2.5 filter, 2022 Model,R32,White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61cFheYtnVL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Inverter-Copper-DURAFRESH-CXI/dp/B09Z2YN59L/ref=sr_1_413?qid=1679134259&s=kitchen&sr=1-413,,,,
"Godrej 1.5 Ton 5 Star Inverter Split AC (Copper 2022 Model, AC 1.5T GIC 18PGC5-WVA",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31MTT3OpP0L._AC_UL320_.jpg,https://www.amazon.in/Godrej-Inverter-Copper-GIC-18PGC5-WVA/dp/B09SGCP7Y5/ref=sr_1_414?qid=1679134259&s=kitchen&sr=1-414,4.2,4,,
"Haier 1.5 Ton 4 Star Triple Inverter Split AC (Copper, High Density Filter, Self Clean Technology- 2021 Model, HSU18C-NMW4...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51pM3hEmPQL._AC_UL320_.jpg,https://www.amazon.in/Haier-Inverter-Technology-HSU18C-NMW4B-INV/dp/B09B2G71RK/ref=sr_1_415?qid=1679134259&s=kitchen&sr=1-415,4.0,1,,
"Blue Star 1.5 Ton 3 Star Fixed Speed Split AC (Copper, FS318DLTU, 2021, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/218Av8sUHCS._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Fixed-Copper-FS318DLTU/dp/B08WLPN5TM/ref=sr_1_416?qid=1679134259&s=kitchen&sr=1-416,3.0,2,,
"TOSHIBA 1.8 Ton 3 Star Split AC (Copper, RAS-24J2KG-IN/RAS-24J2AG-IN, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61w75R+gZOL._AC_UL320_.jpg,https://www.amazon.in/TOSHIBA-Split-Copper-RAS-24J2KG-RAS-24J2AG/dp/B08KQR97BK/ref=sr_1_417?qid=1679134259&s=kitchen&sr=1-417,3.0,1,,
"Livpure 2 Tons 3 Star Wi-Fi Inverter Split AC (LPS -IN24K3SW-A20, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51sL6CJ1a9L._AC_UL320_.jpg,https://www.amazon.in/Livpure-Inverter-Copper-LPS-IN24K3SW-A20/dp/B08HRF8SDT/ref=sr_1_418?qid=1679134259&s=kitchen&sr=1-418,4.3,4,"₹53,240","₹79,990"
Ogeneral 2 Ton 3 Star Split AC (ASGA24FUTC),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51owdwuW8zL._AC_UL320_.jpg,https://www.amazon.in/Ogeneral-2T-3-Star-ASGA24FUTC/dp/B07RKWG4PG/ref=sr_1_419?qid=1679134259&s=kitchen&sr=1-419,4.2,3,"₹75,900","₹77,900"
LG 1.5 Ton 3 Star Inverter Split AC (Copper JS-Q18TUXD1 White),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41ZPfds15aL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Split-Copper-JS-Q18TUXD1/dp/B07997WRFX/ref=sr_1_420?qid=1679134259&s=kitchen&sr=1-420,4.0,23,"₹52,664","₹53,490"
"Hitachi 2.0 Ton 2 Star Window AC (Copper,SUMMER RAV222HUD White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91ytEb4X1cL._AC_UL320_.jpg,https://www.amazon.in/Hitachi-Window-Copper-SUMMER-RAV222HUD/dp/B00LHO9V3K/ref=sr_1_421?qid=1679134259&s=kitchen&sr=1-421,2.8,15,,
"Panasonic 1.0 Ton Inverter 3 Star Copper 2022 Model, CS/CU-KU12YKY-1 (R-32) Split AC (White),",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51X2VosEFoL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Inverter-Copper-CS-CU-KU12YKY-1/dp/B09YYMJFT3/ref=sr_1_422?qid=1679134259&s=kitchen&sr=1-422,5.0,1,,
"Voltas 1.5 Ton 5 Star Inverter Split AC (Copper, 2022 Model,185V CAZZ, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31MkKeu9dtL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Split-Copper-Model/dp/B09W5WRS1R/ref=sr_1_423?qid=1679134259&s=kitchen&sr=1-423,3.3,3,"₹39,190","₹62,990"
"Samsung 1.5 Ton 4 Star Windfree Technology, Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti Bacteria Filt...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81coTSQ3YYL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Windfree-Technology-Convertible-AR18BY4ARWK/dp/B09SHWLYC6/ref=sr_1_427?qid=1679134259&s=kitchen&sr=1-427,,,"₹41,990","₹66,990"
Voltas Venture i Cassette 3Ph Scroll SAC(C2-N) (3 Ton),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31T3b2PPw4L._AC_UL320_.jpg,https://www.amazon.in/Voltas-3-0T-Venturei-Casst-3PhScroll-SAC-Voltas-Venture-i-Cassette-3Ph-Scroll-SAC-C2-N-Ton/dp/B00LWRR2OW/ref=sr_1_428?qid=1679134259&s=kitchen&sr=1-428,,,"₹1,02,800","₹1,20,490"
Carrier Emperia Cxi 18K 1.5 Ton 3 Star Hybridjet Inverter AC with Flexicool Technology (White)(CAI18EN3R30F1),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51b7FWXvuoL._AC_UL320_.jpg,https://www.amazon.in/Carrier-18K-Hybridjet-Technology-CAI18EN3R30F1/dp/B09Y255Y4H/ref=sr_1_429?qid=1679134259&s=kitchen&sr=1-429,1.0,2,,
"Haier Frost Clean Inverter Split AC with 5 in 1 easy convertible (1.6 Ton, 3 Star Rating, White), HSU19E-TXS3B(INV)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41eRBv7JOWL._AC_UL320_.jpg,https://www.amazon.in/Haier-Inverter-convertible-HSU19E-TXS3B-INV/dp/B09SP8VPLP/ref=sr_1_430?qid=1679134259&s=kitchen&sr=1-430,5.0,2,,
"Samsung 1.5 Ton 3 Star Inverter Convertible 5in1 Wifi Split AC (AR18BY3APWK, WindFree technology, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/21Ef9fBlUmL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Inverter-Convertible-AR18BY3APWK-technology/dp/B09SCXBS5J/ref=sr_1_431?qid=1679134259&s=kitchen&sr=1-431,4.0,4,"₹39,990","₹63,990"
"Blue Star 1.5 Ton 3 Star Inverter Split Ac (Copper, IA318VNU, 2022, Duo Finish (Matt-Gloss) White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41-Axw4U4nL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Inverter-IA318VNU-Matt-Gloss/dp/B09RFY8JG1/ref=sr_1_432?qid=1679134259&s=kitchen&sr=1-432,2.8,4,"₹37,990","₹51,750"
"TOSHIBA 1.5 Ton 3 Star Inverter Split AC (Copper, RAS-18HKCV3G-INT +RAS-18HACV3G-INT, Gloss White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51ZVfprkKKL._AC_UL320_.jpg,https://www.amazon.in/TOSHIBA-Inverter-Copper-RAS-18HKCV3G-INT-RAS-18HACV3G-INT/dp/B08YNR5XJD/ref=sr_1_433?qid=1679134259&s=kitchen&sr=1-433,1.0,2,"₹47,417","₹65,000"
"TOSHIBA 1.8 Ton 5 Star Antibacterial Coating, Dust Filter, Air Purification, Dehumidifier Split System AC (Copper, Inverte...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51ZVfprkKKL._AC_UL320_.jpg,https://www.amazon.in/TOSHIBA-Inverter-System-RAS-24ZKCV5G-INT-RAS-24ZACV5G-INT/dp/B08YN5DK3K/ref=sr_1_434?qid=1679134259&s=kitchen&sr=1-434,2.5,2,,
Lloyd 1.5 Ton Inverter 3 Star Copper LS18I32WSEL (R32) Split AC (White),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51qBOhAXF2L._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Inverter-Copper-LS18I32WSEL-Split/dp/B08LNS4NZF/ref=sr_1_435?qid=1679134259&s=kitchen&sr=1-435,3.3,4,,
CARRIER SPLIT AC 2 TON 3 STAR INVERTER-WHITE (24K 3 STAR DURAFRESH NEO-X),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61G7MRA3MfL._AC_UL320_.jpg,https://www.amazon.in/CARRIER-SPLIT-INVERTER-WHITE-DURAFRESH-NEO-X/dp/B07QF9CGTT/ref=sr_1_436?qid=1679134259&s=kitchen&sr=1-436,3.9,3,"₹50,990","₹64,700"
Samsung 1.5 Ton 3 Star Inverter Split AC (Alloy AR18RV3HEWK White),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61UQEBvJnjL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Inverter-Split-Alloy-AR18RV3HEWK/dp/B07P4PJNC7/ref=sr_1_437?qid=1679134259&s=kitchen&sr=1-437,1.7,2,"₹50,679","₹52,700"
"TOSHIBA 1.5 Ton 5 Star Inverter Split AC (Copper, RAS-18N3KCV-IN+RAS-18N3ACV-IN, Gloss White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61+5Vo95ofL._AC_UL320_.jpg,https://www.amazon.in/Toshiba-Inverter-Copper-RAS-18N3KCV-RAS-18N3ACV/dp/B07NXGZQSC/ref=sr_1_438?qid=1679134259&s=kitchen&sr=1-438,4.1,11,,
Lloyd Havells 2 Ton 3 Star Inverter Split Ac (Copper Ls24I31Af White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/6152xOx8+JL._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Inverter-Split-Copper-LS24I31AF/dp/B07B83GXB2/ref=sr_1_436?qid=1679134261&s=kitchen&sr=1-436,4.5,7,,
"Electrolux 1.5 Ton 5 Star Convertible Inverter Split Air Conditioner (AC), 100% Copper, 4 Step Filtration with PM2.5 Filte...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51ob1fqk0CL._AC_UL320_.jpg,https://www.amazon.in/Electrolux-Convertible-Anti-Corrosion-UltimateHome-ESV185C3NA/dp/B0BBTS1PY1/ref=sr_1_437?qid=1679134261&s=kitchen&sr=1-437,,,"₹48,990","₹75,990"
"1 Ton 3 Star Window AC (Copper, WFA312LL, 2022, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61C4PYCeGFL._AC_UL320_.jpg,https://www.amazon.in/Star-Window-Copper-WFA312LL-White/dp/B09Y4JGWC2/ref=sr_1_438?qid=1679134261&s=kitchen&sr=1-438,5.0,1,,
